1,018;14958;61;0;0;0
1,062;14940;17;0;0;0
1,018;14938;2;0;0;0
1,018;14940;-2;0;0;0
1,017;14940;0;0;0;0
1,016;14940;0;0;0;0
1,019;14940;0;0;0;0
1,017;14802;136;0;0;0
1,017;14904;-100;0;0;0
1,018;14946;-41;0;0;0
1,018;14946;0;0;0;0
1,017;14946;0;0;0;0
1,018;14946;0;0;0;0
1,018;14920;26;0;0;0
1,018;14920;0;0;0;0
1,016;14920;0;0;0;0
1,018;14920;0;0;0;0
1,021;14920;0;0;0;0
1,014;14850;69;0;0;0
1,018;14846;4;0;0;0
1,018;14850;-4;0;0;0
1,018;14850;0;0;0;0
1,017;14850;0;0;0;0
1,017;14832;18;0;0;0
1,018;14838;-6;0;0;0
1,017;14838;0;0;0;0
1,017;14968;-128;0;0;0
1,02;15022;-53;0;0;0
1,016;15022;0;0;0;0
1,017;14910;110;0;0;0
1,018;14934;-24;0;0;0
1,017;14950;-16;0;0;0
1,017;14944;6;0;0;0
1,018;14952;-8;0;0;0
1,017;14952;0;0;0;0
1,018;14952;0;0;0;0
1,017;14952;0;0;0;0
1,018;14952;0;0;0;0
1,018;14952;0;0;0;0
1,018;14952;0;0;0;0
1,017;14946;6;0;0;0
1,018;14926;20;0;0;0
1,018;14924;2;0;0;0
1,017;14928;-4;0;0;0
1,018;14944;-16;0;0;0
1,018;14944;0;0;0;0
1,017;14942;2;0;0;0
1,018;14942;0;0;0;0
1,018;14952;-10;0;0;0
1,017;14946;6;0;0;0
1,019;14946;0;0;0;0
1,016;14946;0;0;0;0
1,018;14946;0;0;0;0
1,018;14946;0;0;0;0
1,018;14946;0;0;0;0
1,017;14946;0;0;0;0
1,018;14946;0;0;0;0
1,017;14946;0;0;0;0
1,017;14946;0;0;0;0
1,018;14900;45;0;0;0
1,018;14850;49;0;0;0
1,017;14968;-116;0;0;0
1,017;14960;8;0;0;0
1,017;14896;63;0;0;0
1,018;14840;55;0;0;0
1,018;14954;-112;0;0;0
1,017;14960;-6;0;0;0
1,019;14956;4;0;0;0
1,017;14976;-20;0;0;0
1,017;14966;10;0;0;0
1,017;14966;0;0;0;0
1,018;14966;0;0;0;0
1,016;14966;0;0;0;0
1,019;14966;0;0;0;0
1,017;14966;0;0;0;0
1,017;14996;-29;0;0;0
1,018;14996;0;0;0;0
1,017;14996;0;0;0;0
1,017;14996;0;0;0;0
1,017;14970;26;0;0;0
1,018;14992;-22;0;0;0
1,02;14982;10;0;0;0
1,015;14982;0;0;0;0
1,017;14982;0;0;0;0
1,019;14982;0;0;0;0
1,017;14982;0;0;0;0
1,018;14982;0;0;0;0
